created_at,id_str,text,retweet_count,favorite_count
Sun Jul 19 11:51:43 +0000 2020,1284818196269236224,"RT @Conflits_FR: 🇫🇷 ALERTE INFO - La fermeture de la #frontière avec l'#Espagne ""n'est pas exclue"" en cas de fort rebond du #coronavirus et…",540,0
Sun Jul 19 11:51:17 +0000 2020,1284818086554632192,@ElianeCarrier Tu as https://t.co/ZoHPK7cXeF aussi je vais faire du drive. Je passerais par amazon pour le reste. L… https://t.co/pxNuwdqooH,1,3
Sun Jul 19 11:51:13 +0000 2020,1284818068905041921,Ça annonce des reconfinements par si par là on dirait que vous travaillez chez le gouvernement. Cassez vous de là.… https://t.co/QrkTmAhdgz,3,5
Sun Jul 19 11:50:00 +0000 2020,1284817763782057984,"RT @IamMarthag: Tout ça c’est à cause du corona, à l’heure actuelle là d’habitude ils sont déjà au Phuket 😩",18,0
Sun Jul 19 11:49:51 +0000 2020,1284817728575021057,"RT @julienbahloul: La force de cette photo, prise hier soir en marge d'une manifestation contre #Netanyahu à #Jérusalem...
#Israel #Corona.…",28,0
Sun Jul 19 11:49:24 +0000 2020,1284817613621792769,RT @weldl7aje: @n0passaran Pourquoi une servitude ? Le masque ne marche pas ou le Corona n'existe pas ?,1,0
Sun Jul 19 11:48:58 +0000 2020,1284817506612531201,RT @jacquesjazz44: Les médias n’ont plus assez de morts à annoncer par le corona virus qu’ils doivent aller en chercher il y a 500 ans ;-)…,27,0
Sun Jul 19 11:48:42 +0000 2020,1284817436559257600,@EmmanuelMacron  en format sommet gerontophile : la vieille qui a le pognon mais qui doit être isolée du Corona. .… https://t.co/J0tN7NOX56,0,0
Sun Jul 19 11:48:20 +0000 2020,1284817346838835201,RT @jacquesjazz44: Les médias n’ont plus assez de morts à annoncer par le corona virus qu’ils doivent aller en chercher il y a 500 ans ;-)…,27,0
Sun Jul 19 11:47:05 +0000 2020,1284817030131134464,@Blaiika yep depuis que y’a eu le bail des épisodes plus diffusés à cause du corona j’ai tout lu,0,1
Sun Jul 19 11:46:50 +0000 2020,1284816966532857856,@Ohaskyrr @Blizar___ @RxTSkite @ABaudras @LeStreamEsport A cause du corona le groupe Webedia dont leStream fait par… https://t.co/neBoTrQRhF,0,5
Sun Jul 19 11:46:29 +0000 2020,1284816880969158656,@n0passaran Pourquoi une servitude ? Le masque ne marche pas ou le Corona n'existe pas ?,1,2
Sun Jul 19 11:46:22 +0000 2020,1284816849524465666,"RT @julienbahloul: La force de cette photo, prise hier soir en marge d'une manifestation contre #Netanyahu à #Jérusalem...
#Israel #Corona.…",28,0
Sun Jul 19 11:46:18 +0000 2020,1284816834408132614,@yass_0520 en temps de corona tout est possible,0,0
Sun Jul 19 11:46:07 +0000 2020,1284816789340336128,Les jeunes Provençaux font la fête et se moquent du coronavirus https://t.co/5CczUct6sB @LaProvence @gilleskheops… https://t.co/Q7D9HPxVpe,1,2
Sun Jul 19 11:46:02 +0000 2020,1284816764308602881,@librairesecache Jsuis assistante mangaka au Japon. Avec le Corona c'est compliqué mais je présente mes projets aux… https://t.co/7FY3jr5JZh,0,4
Sun Jul 19 11:45:56 +0000 2020,1284816741047177216,"@Expert_Pilote bah ça reste à cause du corona, t’es chelou toi mdrrr ils y sont pour rien si leur bac a été évalué en CC",0,0
Sun Jul 19 11:45:28 +0000 2020,1284816622025351169,"RT @Jemimaameg: T’en a corona et la mort c’est pas leurs problèmes, ils vont a la foire du trône en y.",1,0
Sun Jul 19 11:43:36 +0000 2020,1284816152070414337,"@GaspardOOO Si c'est pour ressembler à un champignon, au corona, à des escaliers, une méduse, un bébé moche et à un buisson j'préfère pas..",0,9
Sun Jul 19 11:42:55 +0000 2020,1284815983409090560,"#Israël: ""Nous protestons contre notre gouvernement qui ne fait rien pour les citoyens. Nous ne savons pas ce qui s… https://t.co/SuTJ1XGEsT",2,4
Sun Jul 19 11:42:54 +0000 2020,1284815979017641984,RT @iamquent2: @lre_tes Au moins avec le corona tu peux mettre un masque pour le cacher,2,0
Sun Jul 19 11:42:49 +0000 2020,1284815956817186816,RT @Meliodas_781: Ayez @nevikz_ et @_phantomass dans vos vie les amis. Mais fuyez @wadja_91 comme le corona,3,0
Sun Jul 19 11:42:44 +0000 2020,1284815935908581376,RT @Meliodas_781: Ayez @nevikz_ et @_phantomass dans vos vie les amis. Mais fuyez @wadja_91 comme le corona,3,0
Sun Jul 19 11:42:17 +0000 2020,1284815822901444609,"Je rêve actuellement d’une allocution de Macron vers fin août... « Avec le rebond du corona virus en France , Les é… https://t.co/ZOXwopJqGF",0,7
Sun Jul 19 11:42:16 +0000 2020,1284815816769376256,Ayez @nevikz_ et @_phantomass dans vos vie les amis. Mais fuyez @wadja_91 comme le corona,3,1
Sun Jul 19 11:42:02 +0000 2020,1284815760892755970,Imagine tu gagnes au Euromillions et tu décides de voyager dans le monde et là bim tu meurs du corona,0,1
Sun Jul 19 11:41:29 +0000 2020,1284815621960728578,Vos darons qui croient que le corona ça existe pas mdr c grv,0,1
Sun Jul 19 11:41:25 +0000 2020,1284815604738908162,bah oué si jamais je compte là dessus pour ma gueule en n'en ayant rien à foutre des autres mes ptites mains vont d… https://t.co/PaYQV84rRJ,0,1
Sun Jul 19 11:40:20 +0000 2020,1284815332012630019,"RT @Conflits_FR: 🇫🇷 ALERTE INFO - La fermeture de la #frontière avec l'#Espagne ""n'est pas exclue"" en cas de fort rebond du #coronavirus et…",540,0
Sun Jul 19 11:39:21 +0000 2020,1284815085408604162,RT @madamebretzel: Ok alors surtout restez-y et venez pas nous ramener le corona ou vos touristes crades et malpolis qui laissent leur déch…,83,0
Sun Jul 19 11:39:18 +0000 2020,1284815072112644099,"RT @Danieldelbravo: @vaesen_roland @Gemenne Les lobby, les grosses fortunes demandent à leurs copains à l'Europe plus d'argent, ceux-ci pré…",1,0
Sun Jul 19 11:38:43 +0000 2020,1284814926972846080,@senghajustice @rabbytsh Oh! Attention Corona virus avec les chauve-souris !,0,0
Sun Jul 19 11:38:21 +0000 2020,1284814834387816449,"Lebron et sa degs post corona il me fume, on dirait il revient de loin https://t.co/TkAaA1PQri",0,0
Sun Jul 19 11:37:42 +0000 2020,1284814667974574087,"RT @julienbahloul: La force de cette photo, prise hier soir en marge d'une manifestation contre #Netanyahu à #Jérusalem...
#Israel #Corona.…",28,0
Sun Jul 19 11:37:30 +0000 2020,1284814619710824448,RT @caromille807: Legault vient de constater qu’il est inapte à gouverner le Québec en temps de crise Et Legault constate sa gestion lament…,5,0
Sun Jul 19 11:37:10 +0000 2020,1284814536382590979,"RT @VincentdeVince2: @quatremer Non Jean, ils ne veulent pas que le Corona serve de prétexte à l'absence de responsabilité sur les dépenses…",4,0
Sun Jul 19 11:36:52 +0000 2020,1284814461254209537,RT @Dallas_USPC: Les conneries sur le corona et la 5G ça me termine sérieux mdr https://t.co/qOxB5fs3Ez,18,0
Sun Jul 19 11:36:45 +0000 2020,1284814430698647556,la clim du train va me foutre malade c’est sûr et par conséquent ma mère va croire que j’ai le corona et donc me br… https://t.co/LhAV5jzu4Z,0,7
Sun Jul 19 11:35:52 +0000 2020,1284814206823538690,RT @IngridNgoune: 7 mois de travail acharné non stop. je vais pleurer... j’ai le plaisir de vous annoncer que @CamerounDirin lance officiel…,50,0
Sun Jul 19 11:34:48 +0000 2020,1284813940468396032,Quelque chose que vous allez faire après cette foutue crise du corona,0,2
Sun Jul 19 11:34:47 +0000 2020,1284813936508964864,@Derkin1 Ça m'énerve les gens comme ça j'ai 23 piges et je vie chez mes grands parents je dois me priver d'énorméme… https://t.co/dmtuqL3JOT,0,1
Sun Jul 19 11:34:20 +0000 2020,1284813823111831553,RT @Cyeiwl1: @daimecss Surtout que y’a des gens qui partent pas en vacances à cause du corona,1,0
Sun Jul 19 11:34:15 +0000 2020,1284813801431478272,RT @youness_hsbr: Merci les parisiens et les autres fdp en venant à Marseille vous avez niquer nôtre été on est passé en zone rouge je suis…,22,0
Sun Jul 19 11:33:48 +0000 2020,1284813687568715781,"RT @safouquoii: Dites vous à ce moment là on savait même pas c’était quoi le corona, on vivait notre meilleure vie 😭🇩🇿🇩🇿🇩🇿",4,0
Sun Jul 19 11:32:49 +0000 2020,1284813438821306368,"#prefetdufinistere plage du steir Penmarc'h Le Guilvinec hier am 15h30 eaux turquoises sable blanc...
Mesures barri… https://t.co/lTk4o3Q6ES",0,0
Sun Jul 19 11:32:35 +0000 2020,1284813380029681665,"RT @safouquoii: Dites vous à ce moment là on savait même pas c’était quoi le corona, on vivait notre meilleure vie 😭🇩🇿🇩🇿🇩🇿",4,0
